,Name,lat,lon
52,3xx Dewey Ave,40.433795,-79.876218
53,3xx Dewey Ave B,40.433795,-79.876218
54,"4 Christain Court, Jaffrey NH ",42.815088,-72.021897
55,"4 Christain Court, Jaffrey NH  B",42.815088,-72.021897
56,409 11th Street,38.586113,-121.489377
57,409 11th Street B,38.586113,-121.489377
58,"4224 N Santa Fe Ave, OKC, ok 73105",35.513861,-97.510645
59,"4224 N Santa Fe Ave, OKC, ok 73105 B",35.513861,-97.510645
60,4667 S,41.178714,-112.054756
61,"4751 Fairways Ln Jefferson, GA 30549",34.092426,-83.70129
62,"4751 Fairways Ln Jefferson, GA 30549 B",34.092426,-83.70129
63,4th Avenue Cat,,
64,4th Avenue Cat B,,
65,5003T ac16,40.473036,-111.886182
66,5003T ac16 B,40.473036,-111.886182
67,5003T ac1b,40.473542,-111.884294
68,5003T ac1b B,40.473542,-111.884294
69,5003T ac23,40.473755,-111.885259
70,5003T ac23 B,40.473755,-111.885259
71,5003T acdd,40.47382,-111.886311
72,5003T acdd B,40.47382,-111.886311
73,5656 West Riverbottom Rd Duncan BC,48.766253,-123.881494
74,5656 West Riverbottom Rd Duncan BC B,48.766253,-123.881494
75,695 North 11th street Brawley CA 92227,32.98632,-115.524357
76,695 North 11th street Brawley CA 92227 B,32.98632,-115.524357
77,77062-4503,29.571507,-95.123967
78,77062-4503 B,29.571507,-95.123967
79,775 1/2 E milton St,44.533214,-122.895698
80,775 1/2 E milton St B,44.533214,-122.895698
81,8 Callins view alcombe Minehead ta246eg,51.195495,-3.470831
82,8 Callins view alcombe Minehead ta246eg B,51.195495,-3.470831
83,8200 South,41.11769,-111.91721
84,83686 Hawks Way,43.937347,-122.931781
85,83686 Hawks Way B,43.937347,-122.931781
86,90.9fm KRCL,40.770191,-111.947073
87,90.9fm KRCL 2,40.769943,-111.947224
88,90.9fm KRCL 2 B,40.769943,-111.947224
89,908 Bellstone Dr,32.921511,-97.230241
90,908 Bellstone Dr B,32.921511,-97.230241
91,91 Main Street,38.977186,-76.487151
92,91 Main Street B,38.977186,-76.487151
93,930 Post,37.787307,-122.417252
94,930 Post B,37.787307,-122.417252
95,9IV IN,33.681284,-117.796648
96,9IV IN B,33.681284,-117.796648
97,9IV OUT,33.681972,-117.795642
98,9IV OUT B,33.681972,-117.795642
99,@LBIWeather,39.576456,-74.231538
100,@LBIWeather B,39.576456,-74.231538
101,Aberdeen Drive,50.637814,-120.377096
102,Aberdeen Drive B,50.637814,-120.377096
103,"Acacia Street N, Parksville, BC",49.322094,-124.3314
104,"Acacia Street N, Parksville, BC B",49.322094,-124.3314
105,"Acacia Street North, Parksville, British Columbia P1",49.322089,-124.33126
106,"Acacia Street North, Parksville, British Columbia P2",49.322089,-124.33126
107,Academy Gardens kpaphila26,40.069203,-75.007222
108,Academy Gardens kpaphila26 B,40.069203,-75.007222
109,AcreBioClima UFAC,-9.957346,-67.868655
110,AcreBioClima UFAC B,-9.957346,-67.868655
111,Adelphi,39.003111,-76.97206
112,Adelphi B,39.003111,-76.97206
113,Adelphi fb:98,39.002777,-76.970472
114,Adelphi fb:98 B,39.002777,-76.970472
115,AFM DDell Rd,40.557209,-111.820857
116,AFM DDell Rd B,40.557209,-111.820857
117,Agia,38.26301,21.748409
118,Agia B,38.26301,21.748409
119,Agia Sofia,38.257598,21.742024
120,Agia Sofia B,38.257598,21.742024
121,AGROLAN NOV,32.833741,35.781525
122,AGROLAN NOV B,32.833741,35.781525
123,Air Alliance Houston,29.737976,-95.342178
124,Air Alliance Houston B,29.737976,-95.342178
125,AIRIA Filtered Indoor,40.74807,-111.85216
126,AIRIA Filtered Indoor B,40.74807,-111.85216
127,AirMonitor,37.183842,-119.674953
128,AirMonitor B,37.183842,-119.674953
129,airmonitor_8464,33.784766,-117.92855
130,airmonitor_8464 B,33.784766,-117.92855
131,AirMonitor_9E55,,
132,AirMonitor_9E55 B,38.471386,-122.702472
133,airmonitor_b1b2.local,33.615885,-117.699012
134,airmonitor_b1b2.local B,33.615885,-117.699012
135,AISU,40.663138,-111.904044
136,Aktaio,38.304337,21.794404
137,Aktaio B,38.304337,21.794404
138,Alamo-Erselia Trail,37.86313,-122.02302
139,Alamo-Erselia Trail B,37.86313,-122.02302
140,Alaska Junction - West Seattle,47.55852,-122.387356
141,Alaska Junction - West Seattle B,47.55852,-122.387356
142,AlbertaI59-AQM,53.878533,-119.13545
143,AlbertaI59-AQM B,53.878533,-119.13545
144,Alex Aiken El,48.795546,-123.693267
145,Alex Aiken El B,48.795546,-123.693267
146,Alexander_Ave,37.457715,-122.224776
147,Alexander_Ave B,37.457715,-122.224776
148,"Alexandria, VA",38.828517,-77.123809
149,"Alexandria, VA B",38.828517,-77.123809
150,Alhambra,34.061475,-118.124772
151,Alhambra B,34.061475,-118.124772
152,Allan Murray Hill,44.260059,-72.575387
153,Allan Murray Hill B,44.260059,-72.575387
154,Allendale,41.04322,-74.131724
155,Allendale B,41.04322,-74.131724
156,Allington A20 Kent,51.288068,0.491425
157,Allington A20 Kent B,51.288068,0.491425
158,Almaden Valley,37.236415,-121.887543
159,Almaden Valley B,37.236415,-121.887543
160,Alpine Hills,37.385324,-122.199622
161,Alpine Hills B,37.385324,-122.199622
162,Alpine Utah,40.464425,-111.771045
163,Alpine Utah B,40.464425,-111.771045
164,Alto,34.413722,-119.285023
165,Alto B,34.413722,-119.285023
166,Alum Rock (Pala Ave),37.366795,-121.838373
167,Alum Rock (Pala Ave) B,37.366795,-121.838373
168,Amador St @ Stutz Alley,38.111121,-122.243314
169,Amador St @ Stutz Alley B,38.111121,-122.243314
170,American Fork,40.392044,-111.782865
171,"Ann Arbor, MI",42.255366,-83.755481
172,"Ann Arbor, MI B",42.255366,-83.755481
173,Annapolis Beach House,38.948854,-76.471498
174,Annapolis Beach House B,38.948854,-76.471498
175,APCD,39.755781,-105.000002
176,APCD B,39.755781,-105.000002
177,APIFM,34.065706,-118.143297
178,APIFM 1,34.088141,-118.135187
179,APIFM 1 B,34.088141,-118.135187
180,APIFM B,34.065706,-118.143297
181,Apple Valley,34.535114,-117.116145
182,Apple Valley B,34.535114,-117.116145
183,APPLEGARDEN,44.967794,-93.660038
184,APPLEGARDEN B,44.967794,-93.660038
185,AQMD_Carson_FML,33.816,-118.23275
186,AQMD_Carson_FML B,33.816,-118.23275
187,AQMD_Fontana,34.100118,-117.492079
188,AQMD_Fontana B,34.100118,-117.492079
189,AQMD_NASA_10,34.064682,-118.297535
190,AQMD_NASA_10 B,34.064682,-118.297535
191,AQMD_NASA_13,34.082261,-118.181925
192,AQMD_NASA_13 B,34.082261,-118.181925
193,AQMD_NASA_14,33.99827,-118.437545
194,AQMD_NASA_14 B,33.99827,-118.437545
195,AQMD_NASA_16,33.763767,-118.145649
196,AQMD_NASA_16 B,33.763767,-118.145649
197,AQMD_NASA_17,34.062618,-118.247131
198,AQMD_NASA_17 B,34.062618,-118.247131
199,AQMD_NASA_18,34.138439,-118.13797
200,AQMD_NASA_18 B,34.138439,-118.13797
201,AQMD_NASA_19,33.7792,-118.0441
202,AQMD_NASA_19 B,33.7792,-118.0441
203,AQMD_NASA_2,34.021534,-117.90991
204,AQMD_NASA_2 B,34.021534,-117.90991
205,AQMD_NASA_20,33.768719,-118.17295
206,AQMD_NASA_20 B,33.768719,-118.17295
207,AQMD_NASA_22,33.7792,-118.0441
208,AQMD_NASA_22 B,33.7792,-118.0441
209,AQMD_NASA_23,34.07508,-118.56294
210,AQMD_NASA_23 B,34.07508,-118.56294
211,AQMD_NASA_24,34.06282,-118.448915
212,AQMD_NASA_24 B,34.06282,-118.448915
213,AQMD_NASA_25,34.141759,-118.060746
214,AQMD_NASA_25 B,34.141759,-118.060746
215,AQMD_NASA_26,34.161382,-118.063419
216,AQMD_NASA_26 B,34.161382,-118.063419
217,AQMD_NASA_28,34.180399,-118.894627
218,AQMD_NASA_28 B,34.180399,-118.894627
219,AQMD_NASA_32,34.238519,-118.227883
220,AQMD_NASA_32 B,34.238519,-118.227883
221,AQMD_NASA_33,34.171293,-118.177841
222,AQMD_NASA_33 B,34.171293,-118.177841
223,AQMD_NASA_36,34.390163,-118.600773
224,AQMD_NASA_36 B,34.390163,-118.600773
225,AQMD_NASA_38,34.174784,-118.126993
226,AQMD_NASA_38 B,34.174784,-118.126993
227,AQMD_NASA_39,33.557683,-117.809382
228,AQMD_NASA_39 B,33.557683,-117.809382
229,AQMD_NASA_4,34.01826,-118.460205
230,AQMD_NASA_4 B,34.01826,-118.460205
231,AQMD_NASA_45,33.97171,-118.220708
232,AQMD_NASA_45 B,33.97171,-118.220708
233,AQMD_NASA_7,34.020148,-118.406339
234,AQMD_NASA_7 B,34.020148,-118.406339
235,AQMD_NASA_7a,34.020148,-118.406339
236,AQMD_NASA_7a B,34.020148,-118.406339
237,AQMD_NASA_8,34.094693,-118.348052
238,AQMD_NASA_8 B,34.094693,-118.348052
239,AQMD_NASA_9,33.962801,-118.406279
240,AQMD_NASA_9 B,33.962801,-118.406279
241,AQMD_NASA_9a,33.962801,-118.406279
242,AQMD_NASA_9a B,33.962801,-118.406279
243,AQMD_NASA_ASU,36.217108,-81.680539
244,AQMD_NASA_ASU B,36.217108,-81.680539
245,AQMD_RTI_1,34.065666,-118.021296
246,AQMD_RTI_1 B,34.065666,-118.021296
247,AQMD_TEST_1,33.999725,-117.336687
248,AQMD_TEST_1 B,33.999725,-117.336687
249,AQMD_TEST_Outdoors,34.001113,-117.336001
250,AQMD_TEST_Outdoors B,34.001113,-117.336001
251,Arbour Park,39.655167,-75.761845
252,Arbour Park B,39.655167,-75.761845
253,Arcadia,34.126789,-118.06222
254,Arcadia,34.126771,-118.062038
255,Arcadia B,34.126789,-118.06222
256,Arcadia B,34.126771,-118.062038
257,Arco della Pace,45.475709,9.172425
258,Arco della Pace B,45.475709,9.172425
259,Ardusat,40.761454,-111.891011
260,Ardusat B,40.761454,-111.891011
261,Arlington Forest,38.872028,-77.117474
262,Arlington Forest B,38.872028,-77.117474
263,ARMIDALE_1,-30.517026,151.659113
264,ARMIDALE_1 B,-30.517026,151.659113
265,Armidale_2,-30.509577,151.675049
266,Armidale_2 B,-30.509577,151.675049
267,Armidale_3,-30.514377,151.665626
268,Armidale_3 B,-30.514377,151.665626
269,"Armonk, NY",41.129759,-73.70841
270,"Armonk, NY B",41.129759,-73.70841
271,Armour Place P1,50.794745,-120.320312
272,Armour Place P1 B,50.794745,-120.320312
273,Arroyo Grande Village Glen,35.132549,-120.577622
274,Arroyo Grande Village Glen B,35.132549,-120.577622
275,Asf94,5.980408,116.073457
276,Asf94 B,5.980408,116.073457
277,Ashby,38.758456,-121.202567
278,Ashby B,38.758456,-121.202567
279,"Ashland, OR",42.199935,-122.704227
280,"Ashland, OR B",42.199935,-122.704227
281,Atascadero,35.494841,-120.665822
282,Atascadero B,35.494841,-120.665822
283,Azure Place,50.658429,-120.35207
284,Azure Place B,50.658429,-120.35207
285,B. Everett Jordan Lake Visitor Assistance Center,35.65448,-79.070324
286,B. Everett Jordan Lake Visitor Assistance Center B,35.65448,-79.070324
287,Baby MacBean,38.074533,-122.173721
288,Baby MacBean B,38.074533,-122.173721
289,Back Creek Road,32.706385,-79.944046
290,Back Creek Road B,32.706385,-79.944046
291,back patio,38.22795,-122.621527
292,back patio B,38.22795,-122.621527
293,"Bainsville, Ontario, Canada",45.180277,-74.411746
294,"Bainsville, Ontario, CANADA",45.180277,-74.411746
295,"Bainsville, Ontario, Canada B",45.180277,-74.411746
296,"Bainsville, Ontario, CANADA B",45.180277,-74.411746
297,Balboa,33.605701,-117.895587
298,Balboa B,33.605701,-117.895587
299,Ballard,47.666977,-122.393359
300,Ballard B,47.666977,-122.393359
301,Barium,42.393145,-72.527611
302,Barium B,42.393145,-72.527611
303,Barton,39.460742,-84.306071
304,Barton B,39.460742,-84.306071
305,Basilica Hudson,42.252592,-73.797676
306,Basilica Hudson B,42.252592,-73.797676
307,"Bateau Channel, Thousand Islands, Canada",44.289953,-76.315129
308,"Bateau Channel, Thousand Islands, Canada B",44.289953,-76.315129
309,Battle Street P1,50.673143,-120.316944
310,Battle Street P2,50.673143,-120.316944
311,Battle Street West,50.675892,-120.357322
312,Battle Street West B,50.675892,-120.357322
313,"Battlecreek Golf Course, Broken Arrow, OK",36.087489,-95.808622
314,"Battlecreek Golf Course, Broken Arrow, OK B",36.087489,-95.808622
315,Bay Forest,29.583349,-95.120087
316,Bay Forest B,29.583349,-95.120087
317,Bay Hill Estates,26.791558,-80.227567
318,Bay Hill Estates B,26.791558,-80.227567
319,Bayview Avenue,37.906037,-122.544976
320,Bayview Avenue B,37.906037,-122.544976
321,Baywood Knolls,37.548289,-122.335806
322,Baywood Knolls B,37.548289,-122.335806
323,Bazilescu Park,44.488643,26.034131
324,Bazilescu Park B,44.488643,26.034131
325,BCAA KENN,46.205152,-119.242737
326,BCAA KENN B,46.205152,-119.242737
327,BCCHE 1 ,40.734492,-73.819301
328,BCCHE 1 B,40.734492,-73.819301
329,BCCHE 2 ,40.735877,-73.851709
330,BCCHE 2 B,40.735877,-73.851709
331,Beach Arlington/knjshipb2,39.643939,-74.179474
332,Beach Arlington/knjshipb2 B,39.643939,-74.179474
333,Beaconsfield,51.61882,-0.645327
334,Beaconsfield B,51.61882,-0.645327
335,Bear River Winery,39.023,-121.031
336,Bear River Winery B,39.023,-121.031
337,Beaumont Avenue,48.815238,-123.610254
338,Beaumont Avenue B,48.815238,-123.610254
339,Beaverton OR JKS,45.482793,-122.756293
340,Beaverton OR JKS B,45.482793,-122.756293
341,Bee Keeper,47.591146,-122.294165
342,Bee Keeper B,47.591146,-122.294165
343,Beechnut,45.138015,-93.25998
344,Beechnut B,45.138015,-93.25998
345,Bel Mar Dr.,41.1945,-111.9575
346,Bel Mar Dr. B,41.1945,-111.9575
347,Belconnen Weather,-35.20158,149.040241
348,Belconnen Weather B,-35.20158,149.040241
349,Bellingham Center,42.086047,-71.475941
350,Bellingham Center B,42.086047,-71.475941
351,Ben Lomond Golf,41.286377,-111.988803
352,Ben Lomond Golf B,41.286377,-111.988803
353,"Benbow, CA",40.072703,-123.783542
354,"Benbow, CA B",40.072703,-123.783542
355,Benedict Canyon,34.129007,-118.435261
356,Benedict Canyon,34.129007,-118.435261
357,Benedict Canyon B,34.129007,-118.435261
358,Benedict Canyon B,34.129007,-118.435261
359,Bengal Blvd East of Smith's,40.609615,-111.794132
360,Bengal Blvd East of Smith's B,40.609615,-111.794132
361,Benicia Rankin,38.060789,-122.149458
362,Benicia Rankin B,38.060789,-122.149458
363,Bennett Valley,38.436621,-122.661741
364,Bennett Valley B,38.436621,-122.661741
365,"Berkeley Park and Coventry, Kensington, CA, USA",37.900737,-122.286133
366,"Berkeley Park and Coventry, Kensington, CA, USA B",37.900737,-122.286133
367,"Berkeley Springs, WV",39.648592,-78.199345
368,"Berkeley Springs, WV B",39.648592,-78.199345
369,"Berry Point Road, Gabriola Island BC P1",49.199393,-123.834911
370,"Berry Point Road, Gabriola Island BC P2",49.199393,-123.834911
371,Bestwick Drive,50.66745,-120.338209
372,Bestwick Drive B,50.66745,-120.338209
373,Beus Park,41.185318,-111.935089
374,Beus Park B,41.185318,-111.935089
375,BFD,52.936029,-1.218722
376,BFD B,52.936029,-1.218722
377,Biblioteca El Limonar,6.173552,-75.642537
378,Biblioteca El Limonar B,6.173552,-75.642537
379,Biblioteca el Raial,6.26914,-75.544583
380,Biblioteca el Raial B,6.26914,-75.544583
381,Biblioteca Popular N?2,6.302242,-75.544218
382,Biblioteca Popular N?2 B,6.302242,-75.544218
383,Biblioteca Santa Cruz,6.2903,-75.555859
384,Biblioteca Santa Cruz B,6.2903,-75.555859
385,Bico de Pato,33.935979,-118.143782
386,Bico de Pato B,33.935979,-118.143782
387,Bike San Gabriel Valley,34.089243,-118.028741
388,Bike San Gabriel Valley B,34.089243,-118.028741
389,BikeSGV - Alhambra,34.070987,-118.1424
390,BikeSGV - Alhambra B,34.070987,-118.1424
391,BikeSGV - Baldwin Park,34.096551,-117.970322
392,BikeSGV - Baldwin Park B,34.096551,-117.970322
393,BikeSGV - Day One Pasadena,34.148522,-118.143168
394,BikeSGV - Day One Pasadena B,34.148522,-118.143168
395,BikeSGV - West Pasadena,34.168053,-118.179443
396,BikeSGV - West Pasadena B,34.168053,-118.179443
397,BikeSGV Pasadena #2,34.155172,-118.129276
398,BikeSGV Pasadena #2 B,34.155172,-118.129276
399,BikeSGV Pomona,34.104334,-117.743445
400,BikeSGV Pomona B,34.104334,-117.743445
401,Bilbioteca La Floresta,6.2567,-75.602255
402,Bilbioteca La Floresta B,6.2567,-75.602255
403,Biltmore Park,35.48332,-82.551472
404,Biltmore Park B,35.48332,-82.551472
405,"Birch Grove, Kalispell, MT",48.287,-114.294
406,"Birch Grove, Kalispell, MT B",48.287,-114.294
407,Blackhawk,37.821937,-121.922717
408,Blackhawk B,37.821937,-121.922717
409,Blackhawk Station 1,40.726098,-111.532678
410,Blackhawk Station 1 B,40.726098,-111.532678
411,"Bladensburg, Maryland",38.945909,-76.936202
412,"Bladensburg, Maryland B",38.945909,-76.936202
413,Blue Goose Inn,48.218657,-122.686531
414,Blue Goose Inn B,48.218657,-122.686531
415,"Blues Creek, Gainesville, FL",29.725532,-82.399723
416,"Blues Creek, Gainesville, FL B",29.725532,-82.399723
417,Bluffdale,40.477427,-111.911802
418,Bluffdale B,40.477427,-111.911802
419,Boise,43.596021,-116.208233
420,Boise B,43.596021,-116.208233
421,Boise Beekeeper ,43.600147,-116.257338
422,Boise Beekeeper  B,43.600147,-116.257338
423,Bonneville Elementary,40.744266,-111.836176
424,Boonville Indiana,38.047243,-87.276099
425,Boonville Indiana B,38.047243,-87.276099
426,BootupVentures,37.452403,-122.166361
427,BootupVentures B,37.452403,-122.166361
428,Bouchie Lake Quesnel,53.040376,-122.621892
429,Bouchie Lake Quesnel B,53.040376,-122.621892
430,Boulder Mountain,51.260776,-120.203238
431,Boulder Mountain B,51.260776,-120.203238
432,Bountiful Blvd Indian Springs,40.849575,-111.870652
433,Bountiful Blvd Indian Springs B,40.849575,-111.870652
434,Bountiful Elementary P1,40.873901,-111.884345
435,Bountiful Elementary P2,40.873901,-111.884345
436,Bountiful Orchard Neighborhood,40.847496,-111.901089
437,Bountiful Orchard Neighborhood B,40.847496,-111.901089
438,"Bradfordwoods, PA",40.636174,-80.093521
439,"Bradfordwoods, PA B",40.636174,-80.093521
440,Braemar Drive,50.63948,-120.357425
441,Braemar Drive B,50.63948,-120.357425
442,Braithwaite,48.694055,-123.568615
443,Braithwaite B,48.694055,-123.568615
444,Brandywine eb:82,38.696229,-76.84473
445,Brandywine eb:82 B,38.696229,-76.84473
446,Brandywine fe:94,38.695559,-76.852798
447,Brandywine fe:94 B,38.695559,-76.852798
448,"Braun1,Kitimat",54.06868,-128.64299
449,"Braun1,Kitimat B",54.06868,-128.64299
450,Break Room,37.118235,-120.744832
451,Break Room B,37.118235,-120.744832
452,Breathe easy Farr West,41.321125,-112.032945
453,Breathe easy Farr West B,41.321125,-112.032945
454,Breckenridge Cell Tower,39.522274,-119.872432
455,Breckenridge Cell Tower B,39.522274,-119.872432
456,Briar Creek Ln,34.561748,-82.658316
457,Briar Creek Ln B,34.561748,-82.658316
458,Bridgeland,29.955063,-95.737387
459,Bridgeland B,29.955063,-95.737387
460,Brier,47.780338,-122.279979
461,Brier B,47.780338,-122.279979
462,Brigadoon hills,-31.77655,116.074584
463,Brigadoon hills B,-31.77655,116.074584
464,Brigham Fork Circle,40.787857,-111.732105
465,Brigham Fork Circle B,40.787857,-111.732105
466,Brighton East Farms,40.000152,-104.76312
467,Brighton East Farms B,40.000152,-104.76312
468,Brighton Point,40.615396,-111.793291
469,Brighton Point B,40.615396,-111.793291
470,Brinscall Ashmeadow Lane,53.69084,-2.569743
471,Brinscall Ashmeadow Lane B,53.69084,-2.569743
472,"Broadway Ave Veradale,Wa",47.661886,-117.187095
473,"Broadway Ave Veradale,Wa B",47.661886,-117.187095
474,Brockbank Dr,40.673606,-111.798415
475,Brockbank Dr B,40.673606,-111.798415
476,Brooke Inside,40.023495,-111.746468
477,Brooke Inside B,40.023495,-111.746468
478,Brooklyn - Carroll Gardens ,40.68204,-73.997479
479,Brooklyn - Carroll Gardens  B,40.68204,-73.997479
480,Brooklyn Center MN,45.059491,-93.294088
481,Brooklyn Center MN B,45.059491,-93.294088
482,Browns Valley,38.312453,-122.340847
483,Browns Valley B,38.312453,-122.340847
484,Buckles St,38.114254,-122.258755
485,Buckles St B,38.114254,-122.258755
486,Burch Creek Canyon,41.172134,-111.923889
487,Burch Creek Canyon B,41.172134,-111.923889
488,byuki project,45.492638,-122.640159
489,byuki project B,45.492638,-122.640159
490,"CAC Air Particulate Monitor, Matthews, NC",35.121017,-80.742714
491,"CAC Air Particulate Monitor, Matthews, NC B",35.121017,-80.742714
492,Caenarvan,53.607817,-113.523433
493,Caenarvan B,53.607817,-113.523433
494,Calexico-Ethel,32.67618,-115.48307
495,Calexico-Ethel B,32.67618,-115.48307
496,Calgrove,34.364357,-118.552882
497,Calgrove B,34.364357,-118.552882
498,"Camarillo, California",34.224774,-119.084678
499,"Camarillo, California B",34.224774,-119.084678
500,Camelot,40.265065,-111.641108
501,Camelot B,40.265065,-111.641108
502,Cameron Airpark,38.679115,-120.989988
503,Cameron Airpark,38.67877,-120.989735
504,Cameron Airpark B,38.679115,-120.989988
505,Cameron Airpark B,38.67877,-120.989735
506,Canal1-San Rafael,37.965313,-122.499158
507,Canal1-San Rafael B,37.965313,-122.499158
508,Canonsburg Hospital Area,40.245034,-80.189767
509,Canonsburg Hospital Area B,40.245034,-80.189767
510,Canyon Rim,40.707407,-111.810927
511,Canyon Rim B,40.707407,-111.810927
512,Canyon Rim Ranches,40.790446,-111.179579
513,Canyon Rim Ranches B,40.790446,-111.179579
514,Capistrano,36.729704,-119.729119
515,Capistrano B,36.729704,-119.729119
516,Capitol Hill,40.782406,-111.896369
517,Capitol Hill Construction,40.766939,-111.867444
518,Capitol Hill Construction B,40.766939,-111.867444
519,CAPS 4189,40.442079,-79.942551
520,CAPS 4189 B,40.442079,-79.942551
521,CAPS 8488,40.441976,-79.942339
522,CAPS 8488 B,40.441976,-79.942339
523,CAPS 8510,40.44205,-79.942592
524,CAPS 8510 B,40.44205,-79.942592
525,CAPS 86bb,40.442107,-79.94229
526,CAPS 86bb B,40.442107,-79.94229
527,CAPS 87b7,40.442172,-79.942473
528,CAPS 87b7 B,40.442172,-79.942473
529,CAPS 8eba,40.442143,-79.942387
530,CAPS 8eba B,40.442143,-79.942387
531,CAPS d6be,40.442217,-79.942548
532,CAPS d6be B,40.442217,-79.942548
533,CAPS d6cc,40.442054,-79.942011
534,CAPS d6cc B,40.442054,-79.942011
535,CAPS d712,40.442844,-79.94444
536,CAPS d712 B,40.442844,-79.94444
537,CAPS eb7e,40.442094,-79.942167
538,CAPS eb7e B,40.442094,-79.942167
539,Cardinal / Butler / Cottonwood heights,40.699992,-112.011867
540,Cardinal / Butler / Cottonwood heights B,40.699992,-112.011867
541,Caribbean Village,30.487181,-86.426788
542,Caribbean Village B,30.487181,-86.426788
543,Carmel Valley Village,36.479227,-121.729446
544,Carmel Valley Village B,36.479227,-121.729446
545,"Carmel Valley, San Diego, CA",32.940576,-117.211332
546,"Carmel Valley, San Diego, CA B",32.940576,-117.211332
547,Carolina Street,38.104107,-122.258171
548,Carolina Street B,38.104107,-122.258171
549,Carquinez One,38.073925,-122.23143
550,Carquinez One B,38.073925,-122.23143
551,Carriage Hills,30.636057,-88.195811
552,Carriage Hills B,30.636057,-88.195811
553,Carrizo Plain,35.355821,-120.039765
554,Carrizo Plain B,35.355821,-120.039765
555,Carson Wood,34.303524,-77.911528
556,Carson Wood B,34.303524,-77.911528
557,"Carsonville, PA",40.479369,-76.759526
558,"Carsonville, PA B",40.479369,-76.759526
559,Casa de Cultura Alc?zares,6.259646,-75.606398
560,Casa de Cultura Alc?zares B,6.259646,-75.606398
561,Casa De Peligro,40.760658,-111.927018
562,"Cashmere, Christchurch",-43.574642,172.641883
563,"Cashmere, Christchurch B",-43.574642,172.641883
564,"Castellar, Ja?n, Spain",38.254225,-3.132002
565,"Castellar, Ja?n, Spain B",38.254225,-3.132002
566,castleperimeter,43.12606,-75.307991
567,castleperimeter,43.126032,-75.307895
568,castleperimeter B,43.12606,-75.307991
569,castleperimeter B,43.126032,-75.307895
570,Castro,37.761385,-122.439435
571,Castro B,37.761385,-122.439435
572,Castro Valley 37-122,37.714587,-122.085101
573,Castro Valley 37-122 B,37.714587,-122.085101
574,Cat Ranch,42.852356,-96.942412
575,Cat Ranch B,42.852356,-96.942412
576,Cathedral Court,50.650222,-120.349297
577,Cathedral Court,50.650365,-120.349243
578,Cathedral Court B,50.650222,-120.349297
579,Cathedral Court B,50.650365,-120.349243
580,Cave Creek Golf Course,33.61395,-112.10996
581,Cave Creek Golf Course B,33.61395,-112.10996
582,CCA 11th and Walker,33.733852,-118.303363
583,CCA 11th and Walker B,33.733852,-118.303363
584,CCA 137th and Glascow,33.907902,-118.372611
585,CCA 137th and Glascow B,33.907902,-118.372611
586,CCA 15th and Cabrillo,33.730624,-118.294484
587,CCA 15th and Cabrillo B,33.730624,-118.294484
