,Name,lat,lon
72,YUMA SUPERSITE,32.690278,-114.61444
73,STUTTGART,34.518515,-91.55896
74,CROSSETT,33.136862,-91.950377
75,MARION,35.197288,-90.193141
76,HOT SPRINGS,34.469441,-93.000178
77,HOT SPRINGS,34.469441,-93.000178
78,NEWPORT,35.638169,-91.189506
79,MENA,34.583699,-94.226234
80,PARR,34.756189,-92.281296
81,PARR,34.756189,-92.281296
82,ADAMS FIELD,34.729603,-92.243587
83,DOYLE SPRINGS ROAD,34.681343,-92.328697
84,EL DORADO,33.220274,-92.669619
85,SPRINGDALE,36.1797,-94.116827
86,Livermore - Rincon,37.687526,-121.784217
87,Oakland East,37.743065,-122.169935
88,Oakland West,37.814781,-122.282347
89,Laney College,37.793624,-122.263376
90,Chico - East Avenue,39.761538,-121.84162
91,SAN ANDREAS - GOLD STRIKE ROAD,38.201852,-120.681567
92,Cortina Indian Rancheria,39.021221,-122.281803
93,Colusa-Sunrise Blvd,39.202935,-122.017728
94,Concord,37.936013,-122.026154
95,San Pablo - Rumrill,37.9604,-122.356811
96,Fresno - Garland,36.785322,-119.774174
97,Fresno - Garland,36.785322,-119.774174
98,Fresno - Garland,36.785322,-119.774174
99,Fresno - Garland,36.785322,-119.774174
100,Tranquillity,36.634225,-120.382331
101,Clovis,36.819111,-119.717356
102,Clovis,36.819111,-119.717356
103,FRESNO-Pacific College,36.72639,-119.733
104,,41.047117,-123.675233
105,EUREKA-JACOBS,40.776944,-124.1775
106,Eureka-Humboldt Hill,40.71528,-124.20139
107,Eureka-Humboldt Hill,40.71528,-124.20139
108,CALEXICO HIGH SCHOOL  ARB (#1300698),32.676186,-115.484144
109,CALEXICO HIGH SCHOOL  ARB (#1300698),32.676186,-115.484144
110,CALEXICO HIGH SCHOOL  ARB (#1300698),32.676186,-115.484144
111,CALEXICO HIGH SCHOOL  ARB (#1300698),32.676186,-115.484144
112,BRAWLEY-MAIN STREET #2,32.97833,-115.53917
113,EL CENTRO-9TH STREET,32.79222,-115.56306
114,Keeler,36.487823,-117.871036
115,Keeler,36.487823,-117.871036
116,Bakersfield-Golden/M St,35.385574,-119.015009
117,Mojave,35.050551,-118.147294
118,Bakersfield-California Avenue,35.356092,-119.041209
119,Bakersfield-California Avenue,35.356092,-119.041209
120,Ridgecrest-California Av.,35.62109,-117.67296
121,BAKERSFIELD - SOUTHEAST (PLANZ),35.322928,-118.999167
122,Corcoran,36.10218,-119.566954
123,Hanford,36.314399,-119.64457
124,LAKEPORT-LAKEPORT BLVD.,39.0327,-122.92229
125,Azusa,34.1365,-117.92391
126,Los Angeles (Main St.),34.06659,-118.22688
127,Los Angeles (Main St.),34.06659,-118.22688
128,Reseda,34.19925,-118.53276
129,Compton,33.901389,-118.205
130,Pico Rivera #2,34.01194,-118.06995
131,Pasadena,34.1326,-118.1272
132,Long Beach (North),33.82376,-118.18921
133,,33.79236,-118.17533
134,Long Beach-Route 710 Near Road,33.859444,-118.200278
135,Antelope Valley Air Monitoring Station,34.671394,-118.131456
136,Picayune Tribal Office,37.2136,-119.699065
137,,36.953256,-120.034203
138,,36.953256,-120.034203
139,San Rafael,37.97231,-122.520004
140,UKIAH-LIBRARY,39.15047,-123.20655
141,WILLITS JUSTICE CENTER,39.41174,-123.35264
142,Merced-Coffee,37.281598,-120.434992
143,2334 'M' ST.,37.308537,-120.480993
144,CARMEL VALLEY,36.495767,-121.731571
145,King City 2,36.209286,-121.126371
146,Salinas 3,36.69676,-121.637182
147,Salinas 3,36.69676,-121.637182
148,Napa - Jefferson St.,38.310942,-122.296189
149,Grass Valley - Litton Bldg,39.234331,-121.056591
150,Truckee-Fire Station,39.338504,-120.171291
151,Truckee-Fire Station,39.338504,-120.171291
152,Anaheim,33.83062,-117.93845
153,Mission Viejo,33.63003,-117.67593
154,Auburn-11645 Atwood,38.93568,-121.09959
155,Roseville-N Sunrise Blvd,38.745726,-121.266312
156,Quincy-N. Church Street,39.937099,-120.938821
157,Portola North Substation,39.81336,-120.47069
158,Pechanga,33.447867,-117.088649
159,Pechanga,33.447867,-117.088649
160,Morongo,33.945,-116.83
161,Morongo,33.945,-116.83
162,Indio,33.70853,-116.21537
163,Palm Springs,33.85275,-116.54101
164,Rubidoux,33.99958,-117.41601
165,Rubidoux,33.99958,-117.41601
166,Mira Loma (Van Buren),33.995638,-117.493304
167,Mira Loma (Van Buren),33.995638,-117.493304
168,Sacramento-Del Paso Manor,38.613779,-121.368014
169,Sacramento-Del Paso Manor,38.613779,-121.368014
170,Sacramento-1309 T Street,38.558228,-121.492981
171,Sacramento-1309 T Street,38.558228,-121.492981
172,Folsom-Natoma,38.683304,-121.164457
173,Sacramento-Health Dept.,38.556326,-121.458499
174,Hollister 2,36.844096,-121.362121
175,Ontario-Route 60 Near Road,34.030833,-117.61722
176,Victorville -Park Avenue,34.510014,-117.331433
177,Victorville -Park Avenue,34.510014,-117.331433
178,Fontana,34.10002,-117.49201
179,Big Bear,34.264444,-116.864444
180,San Bernardino,34.10688,-117.27411
181,Chula Vista,32.631231,-117.059075
182,Escondido,33.127711,-117.075325
183,San Diego - Beardsley Street,32.701492,-117.149653
184,La Posta Reservation,32.725226,-116.365203
185,San Diego-Kearny Villa Road,32.845467,-117.123894
186,San Diego-Kearny Villa Road,32.845467,-117.123894
187,El Cajon - Floyd Smith Drive,32.817978,-116.968133
188,Pala Airpad,33.362593,-117.09023
189,Pala Airpad,33.362593,-117.09023
190,Pala Airpad,33.362593,-117.09023
191,San Francisco - Arkansas St.,37.765946,-122.399044
192,"HAZELTON-HD, STOCKTON",37.950741,-121.268523
193,"HAZELTON-HD, STOCKTON",37.950741,-121.268523
194,Manteca,37.793231,-121.24872
195,Unocal - Nipomo,35.02083,-120.56388
196,SAN LUIS OBISPO,35.256577,-120.669861
197,MESA CAL FIRE STATION 22,35.03331,-120.584301
198,ATASCADERO CITY FIRE DEPARTMENT,35.49158,-120.66804
199,Atascadero Lift Station #5,35.49453,-120.66617
200,Redwood City,37.482934,-122.20337
201,Santa Barbara-National Guard Armory,34.427775,-119.691218
202,RELOCATED FROM ARB SITE AT 500 S. BROADWAY,34.949147,-120.43763
203,Lompoc H Street,34.63782,-120.4575
204,Goleta,34.44551,-119.8284
205,Gilroy - 9th St,36.999571,-121.574684
206,San Jose - Jackson St.,37.348497,-121.894898
207,San Jose - Jackson St.,37.348497,-121.894898
208,San Jose Knox Ave.,37.338135,-121.849783
209,Santa Cruz 4,36.983921,-121.989328
210,San Lorenzo Valley Middle School AMS,37.063069,-122.084129
211,Redding - Health Dept,40.549985,-122.382011
212,Yreka-Siskiyou Co. APCD Lab,41.726892,-122.633579
213,Vallejo - Tuolumne St.,38.102507,-122.237976
214,Vallejo - Tuolumne St.,38.102507,-122.237976
215,Sebastopol,38.403765,-122.818294
216,Modesto-14th Street,37.641583,-120.994622
217,Modesto-14th Street,37.641583,-120.994622
218,Turlock,37.487981,-120.837005
219,Yuba City-Almond Street,39.138773,-121.618549
220,Visalia - N. Church,36.332179,-119.291228
221,THOUSAND OAKS,34.210154,-118.870496
222,PIRU,34.404268,-118.809946
223,OJAI,34.448048,-119.231321
224,SIMI VALLEY,34.276362,-118.683757
225,SIMI VALLEY,34.276362,-118.683757
226,EL RIO,34.252378,-119.143176
227,Woodland-Gibson Road,38.66121,-121.73269
228,Alsup Elementry School - Commerce City,39.826007,-104.937438
229,Alsup Elementry School - Commerce City,39.826007,-104.937438
230,Arapahoe Community College,39.604399,-105.019526
231,LONGMONT - MUNICIPAL BLDG,40.164576,-105.100856
232,BOULDER CHAMBER OF COMMERCE,40.021097,-105.263382
233,DENVER - CAMP,39.751184,-104.987625
234,DENVER - CAMP,39.751184,-104.987625
235,DENVER - CAMP,39.751184,-104.987625
236,La Casa,39.77949,-105.00518
237,La Casa,39.77949,-105.00518
238,I-25,39.73217,-105.0153
239,I-25,39.73217,-105.0153
240,Chatfield State Park,39.534488,-105.070358
241,Castlewood Canyon State Park,39.332928,-104.745221
242,COLORADO SPRINGS - COLLEGE COLLEGE,38.848014,-104.828564
243,Battlement Mesa,39.43806,-108.02611
244,"Vogelaar Park, Glenwood Springs",39.5464,-107.3286
245,"LOCATED IN PINE RIVER VALLEY, THE MOST DENSELY POPULATED AREA.",37.13678,-107.62863
246,SITE IS LOCATED ON THE EASTERN RIM OF THE ANIMAS RIVER VALLEY.,37.10258,-107.870219
247,SITE IS LOCATED ON THE EASTERN RIM OF THE ANIMAS RIVER VALLEY.,37.10258,-107.870219
248,FORT COLLINS - CSU - Edison,40.571288,-105.079693
249,GRAND JUNCTION - POWELL BLDG,39.063798,-108.561173
250,GRAND JUNCTION - POWELL BLDG,39.063798,-108.561173
251,Cortez - Health Dept,37.350054,-108.592334
252,Pueblo - Fountain School,38.276099,-104.597613
253,"Rangely, Golf Course",40.086944,-108.761389
254,Greeley - Hospital,40.414877,-104.70693
255,Platteville - Middle School,40.209387,-104.82405
256,Roosevelt School-Bridgeport,41.170833,-73.194722
257,Roosevelt School-Bridgeport,41.170833,-73.194722
258,Western Conn State Univ,41.399167,-73.443056
259,Sherwood Island Connector (see coordinates),41.118333,-73.336667
260,Huntley Place-Hartford,41.771444,-72.679923
261,McAuliffe Park,41.784722,-72.631667
262,McAuliffe Park,41.784722,-72.631667
263,Mohawk Mt-Cornwall,41.821342,-73.297257
264,Criscuolo Park-New Haven,41.3014,-72.902871
265,Criscuolo Park-New Haven,41.3014,-72.902871
266,Meadow and Bank Streets,41.550556,-73.043611
267,Meadow and Bank Streets,41.550556,-73.043611
268,Meadow and Bank Streets,41.550556,-73.043611
269,Fort Griswold Park,41.35362,-72.07882
270,Fort Griswold Park,41.35362,-72.07882
271,PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS,38.986672,-75.5568
272,PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS,38.986672,-75.5568
273,PLATFORM IN FIELD BEHIND DELAWARE FED. CREDIT UNION BLDG,39.155,-75.518056
274,Bellefonte River Road Park,39.761111,-75.491944
275,,39.5513,-75.732
276,,39.57768,-75.6036
277,Newark  PARKING LOT LAIRD CAMPUS,39.691962,-75.761299
278,MLK  CORNER OF MLK BLVD AND JUSTISON ST,39.739444,-75.558056
279,MLK  CORNER OF MLK BLVD AND JUSTISON ST,39.739444,-75.558056
280,MLK  CORNER OF MLK BLVD AND JUSTISON ST,39.739444,-75.558056
281,Seaford Shipley State Service Center,38.6539,-75.6106
282,Seaford Shipley State Service Center,38.6539,-75.6106
283,HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.,38.876255,-77.034059
284,MCMILLAN  NCore-PAMS,38.921847,-77.013178
285,MCMILLAN  NCore-PAMS,38.921847,-77.013178
286,MCMILLAN  NCore-PAMS,38.921847,-77.013178
287,MILLHOPPER,29.706111,-82.387778
288,MILLHOPPER,29.706111,-82.387778
289,LOCATED IN CITY PARK ADJACENT TO SOFTBALL AND SOCCER FIELDS,28.053611,-80.628611
290,Daniela Banu NCORE,26.053889,-80.256944
291,Daniela Banu NCORE,26.053889,-80.256944
292,U of F Ag Research Center,26.083143,-80.237586
293,U of F Ag Research Center,26.083143,-80.237586
294,Pompano Highlands,26.292025,-80.09647
295,TWIN LAKES PARK ADJACENT TO WINSTON PARK ELEMENTARY,26.295556,-80.1775
296,POWER LINE ROAD,28.980556,-82.7
297,POWER LINE ROAD,28.980556,-82.7
298,Kooker Park,30.356339,-81.635396
299,EXTREME S PART OF COUNTY.  OPEN FIELD SURROUNDED BY WOODS ON 3 SIDES,30.135556,-81.634167
300,Sunny Acres,30.354722,-81.547778
301,Sunny Acres,30.354722,-81.547778
302,Pepsi Place,30.262778,-81.606833
303,Ellyson Industrial Park,30.525367,-87.20355
304,Ellyson Industrial Park,30.525367,-87.20355
305,,27.95555,-82.46714
306,SYDNEY,27.96565,-82.2304
307,SYDNEY,27.96565,-82.2304
308,SYDNEY,27.96565,-82.2304
309,Winkler Pump Station,26.602016,-81.877908
310,Winkler Pump Station,26.602016,-81.877908
311,Tallahassee Community College,30.439722,-84.346389
312,Tallahassee Community College,30.439722,-84.346389
313,Palm Springs Fire Station,25.941944,-80.326389
314,Miami Fire Station,25.794222,-80.215556
315,Miami Fire Station,25.794222,-80.215556
316,HOMESTEAD FIRE STATION,25.471944,-80.482778
317,WINTER PARK,28.596389,-81.3625
318,WINTER PARK,28.596389,-81.3625
319,PALM BEACH WASTE WATER TREATMENT PLANT,26.730833,-80.233889
320,PALM BEACH WASTE WATER TREATMENT PLANT,26.730833,-80.233889
321,DELRAY BEACH,26.456944,-80.092778
322,Azalea Park,27.785866,-82.739875
323,Azalea Park,27.785866,-82.739875
324,Sandy Lane,27.986283,-82.78215
325,Baptist Childrens' Home,28.028889,-81.972222
326,Baptist Childrens' Home,28.028889,-81.972222
327,Bee Ridge Park,27.290556,-82.507222
328,Bee Ridge Park,27.290556,-82.507222
329,Seminole Community College,28.746111,-81.310556
330,Seminole Community College,28.746111,-81.310556
331,DAYTONA BLIND SERVICES,29.206667,-81.0525
332,Macon-Alllied,32.777455,-83.641096
333,Macon-Alllied,32.777455,-83.641096
334,Macon SE,32.805408,-83.543521
335,Savannah-Mercer Middle,32.110759,-81.161847
336,FIRE STATION # 7,33.918067,-83.344495
337,GEORGIA DOT,33.609867,-84.391028
338,Kennesaw-National Guard,34.015482,-84.607407
339,South DeKalb,33.68797,-84.29048
340,South DeKalb,33.68797,-84.29048
341,South DeKalb,33.68797,-84.29048
342,Turner Elementary,31.576917,-84.100194
343,Turner Elementary,31.576917,-84.100194
344,Turner Elementary,31.576917,-84.100194
345,Rome-Coosa Elementary,34.26054,-85.32333
346,Fire Station #8,33.80233,-84.435576
347,,33.778315,-84.391418
348,Risley Middle School,31.169735,-81.495881
349,GWINNETT TECH,33.96127,-84.06901
350,Gainesville-Boys and Girls Club,34.30008,-83.81217
351,Warner Robins,32.6056,-83.597907
352,S.L. MASON ELEMENTARY SCHOOL,30.848056,-83.294444
353,Columbus-Health Department,32.483543,-84.980977
354,Columbus-Airport,32.521302,-84.944795
355,Columbus-Cusseta Road Elementary,32.42905,-84.9316
356,"Yorkville, King Farm",33.9285,-85.04534
357,Bungalow Road,33.433349,-82.022217
358,Rossville-Maple Street,34.97889,-85.30098
359,Sandersville-Health Department,32.974881,-82.80876
360,GORDON POLICE DEPARTMENT,32.881829,-83.333775
361,HILO,19.717562,-155.11053
362,KONA,19.509778,-155.913417
363,KONA,19.509778,-155.913417
364,PAHALA,19.2039,-155.480183
365,HOVE,19.117561,-155.778136
366,Mountain View 23,19.555444,-155.102028
367,KAPOLEI,21.323745,-158.088613
368,KAPOLEI,21.323745,-158.088613
369,HONOLULU,21.30758,-157.85542
370,SAND ISLAND,21.303382,-157.871171
371,PEARL CITY,21.392833,-157.969126
372,NIUMALU,21.949599,-159.36624
373,KIHEI,20.780997,-156.446373
374,PAIA,20.902031,-156.370344
375,KAHULUI,20.869627,-156.493626
376,St. Luke's Meridian,43.600699,-116.347853
377,St. Luke's Meridian,43.600699,-116.347853
378,BALLARD ROAD,42.978333,-112.455
379,BALLARD ROAD,42.978333,-112.455
380,"USFS AT CENTER AND 9TH ST, ST. MARIES, BENEWAH COUNTY.",47.316667,-116.57028
381,SITE IS MIDWAY BETWEEN A MAJOR STREET AND A LOCAL STREET.,43.58031,-116.562676
382,,42.013333,-111.809167
383,,42.013333,-111.809167
384,"SALMON IDAHO, OPEN FIELD, GRASS COVERED AND PASTURE",45.181897,-113.890285
385,,47.536389,-116.236667
386,,47.536389,-116.236667
387,904 North Walnut,40.123886,-88.240553
388,ISWS CLIMATE STATION,40.05278,-88.37251
389,ISWS CLIMATE STATION,40.05278,-88.37251
390,VILLAGE GARAGE,41.670992,-87.732457
391,WASHINGTON HS,41.687165,-87.539315
392,WASHINGTON HS,41.687165,-87.539315
393,MAYFAIR PUMP STATION,41.965485,-87.749928
394,SPRINGFIELD PUMP STATION,41.912862,-87.722723
395,COM ED MAINTENANCE BLDG,41.7514,-87.713488
396,VILLAGE HALL,41.801167,-87.831945
397,VILLAGE HALL,41.801167,-87.831945
398,IEPA TRAILER,41.965193,-87.876265
399,IEPA TRAILER,41.965193,-87.876265
400,GRAVES ES,41.782766,-87.805377
401,REGIONAL OFFICE BUILDING,42.060285,-87.863225
402,NORTHBROOK WATER PLANT,42.139996,-87.799227
403,LIBERTY SCHOOL,41.864426,-87.748902
404,CITY HALL,41.771071,-88.152534
405,TEN MILE CREEK DNR OFFICE,38.082155,-88.624943
406,ILLINI JR HIGH,39.110539,-90.32408
407,MCKINLEY SCHOOL,42.050403,-88.280015
408,KANE COUNTY HEALTH DEPT,41.784717,-88.329374
409,CARY GROVE HS,42.221442,-88.242207
410,ISU HARRIS PHYSICAL PLANT,40.518735,-88.996896
411,IEPA TRAILER,39.866834,-88.925594
412,Gateway Regional Medical Center,38.700632,-90.144763
413,Gateway Regional Medical Center,38.700632,-90.144763
414,FIRESTATION #1,38.704534,-90.139675
415,FIRESTATION #1,38.704534,-90.139675
416,SIU DENTAL CLINIC,38.903085,-90.143168
417,WATER PLANT,38.860669,-90.105851
418,CITY OFFICE BUILDING,40.697007,-89.584737
419,IEPA TRAILER,38.176278,-89.788459
420,ROCK ISLAND ARSENAL,41.514727,-90.51735
421,IEPA-RAPS TRAILER,38.612034,-90.160477
422,ST. LOUIS - MIDWEST SUPERSITE,38.612034,-90.160477
423,ST. LOUIS - MIDWEST SUPERSITE,38.612034,-90.160477
424,ST. LOUIS - MIDWEST SUPERSITE,38.612034,-90.160477
425,AGRICULTURE BUILDING,39.831921,-89.644164
426,PERSHING SCHOOL,41.526885,-88.116474
427,COM ED TRAINING CENTER,41.221537,-88.190967
428,WINNEBAGO COUNTY HEALTH DEPT,42.263081,-89.092767
429,Ft. Wayne- Beacon St.,41.094965,-85.101816
430,Ft. Wayne- Beacon St.,41.094965,-85.101816
431,Ft. Wayne- Beacon St.,41.094965,-85.101816
432,Columbus- Rocky Ford Rd.,39.237457,-85.891332
433,Columbus- Rocky Ford Rd.,39.237457,-85.891332
434,Jefferson- Walnut St/ Jefferson PFAU,38.277675,-85.740153
435,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,38.393833,-85.664167
436,Muncie- Central HS,40.201141,-85.387999
437,Jasper PO,38.391443,-86.92916
438,Elkhart- Prairie St.,41.656905,-85.968372
439,Elkhart- Prairie St.,41.656905,-85.968372
440,New Albany- Green Valley Elem. Sch.,38.308056,-85.834167
441,New Albany- Green Valley Elem. Sch.,38.308056,-85.834167
442,New Albany- Green Valley Elem. Sch.,38.308056,-85.834167
443,"Plummer, 2500 S. W- Citizens gas Plummer maintenance faciliy",38.985578,-86.99012
444,11775 Brooks School Rd.,39.960884,-85.939546
445,11775 Brooks School Rd.,39.960884,-85.939546
446,Mechanicsburg- Shenandoah HS/ behind the football field,40.009525,-85.523455
447,Kokomo- E. Vaile Rd.,40.481349,-86.109718
448,Kokomo- E. Vaile Rd.,40.481349,-86.109718
449,East Chicago- Franklin School/ Benjamin Franklin Elem. School,41.636127,-87.440843
450,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,41.60668,-87.304729
451,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,41.60668,-87.304729
452,Gary- Burr St./ pumping station near truck stop,41.573239,-87.405905
453,Gary- Madison St./ Gary Water/ IN American Water Co.,41.598505,-87.342991
454,Gary- Madison St./ Gary Water/ IN American Water Co.,41.598505,-87.342991
455,Hammond- Purdue/ Powers Bldg. Purdue University,41.585496,-87.474486
456,MARSH ELEMENTARY ON THE ROOF,41.707212,-86.891216
457,Anderson- Eastside Elem. School,40.125703,-85.652184
458,Anderson- Eastside Elem. School,40.125703,-85.652184
459,Indpls- West St.,39.744993,-86.166464
460,Indpls- Washington Park/  in parking lot next to police station,39.811097,-86.114469
461,Indpls- Washington Park/  in parking lot next to police station,39.811097,-86.114469
462,Indpls- W. 18th St./ Ernie Pyle School 90,39.788903,-86.214628
463,Indpls- W. 18th St./ Ernie Pyle School 90,39.788903,-86.214628
464,Indpls- W. 18th St./ Ernie Pyle School 90,39.788903,-86.214628
465,Indpls- E. Michigan St./ Thomas Gregg Sch. 15,39.774979,-86.12202
466,Indpls-  School 21/ Florence Fay School 21,39.758855,-86.115415
467,Indianapolis- I 70,39.787933,-86.13088
468,Bloomington- Binford Elementary School,39.159383,-86.504762
469,Bloomington- Binford Elementary School,39.159383,-86.504762
470,Nucor Steel,39.98826,-86.83096
471,Nucor Steel,39.98826,-86.83096
472,Nucor Steel,39.98826,-86.83096
473,Ogden Dunes- Water Treatment Plant,41.617558,-87.199248
474,Ogden Dunes- Water Treatment Plant,41.617558,-87.199248
475,Ogden Dunes- Water Treatment Plant,41.617558,-87.199248
476,SOUTH BEND-Shields Dr.,41.696692,-86.214683
477,SOUTH BEND-Shields Dr.,41.696692,-86.214683
478,SOUTH BEND-Shields Dr.,41.696692,-86.214683
479,"DAVID TURNHAM ELEMENTARY SCHOOL, Corner of Dunn and Locust, Dale",38.167523,-86.983214
480,Lafayette- Greenbush St./ Cinergy Substation,40.431639,-86.8525
481,Lafayette- Greenbush St./ Cinergy Substation,40.431639,-86.8525
482,Lafayette- Greenbush St./ Cinergy Substation,40.431639,-86.8525
483,Evansville- U of E/  University of Evansville-Carson Center,37.974436,-87.532289
484,Evansville- Buena Vista,38.013248,-87.577856
485,Evansville- Buena Vista,38.013248,-87.577856
486,Evansville- Buena Vista,38.013248,-87.577856
487,Evansville- E. Walnut,37.974465,-87.55802
488,TERRE HAUTE CAAP/ McLean High School,39.48615,-87.401398
489,TERRE HAUTE CAAP/ McLean High School,39.48615,-87.401398
490,TERRE HAUTE CAAP/ McLean High School,39.48615,-87.401398
491,Larwill- Whitko Middle School,41.169646,-85.629292
492,Larwill- Whitko Middle School,41.169646,-85.629292
493,Water Tower,42.501543,-92.316017
494,"CLINTON, CHANCY PARK",41.823283,-90.211982
495,"CLINTON, RAINBOW PARK",41.874999,-90.177574
496,BACKBONE STATE PARK,42.600834,-91.538493
497,"IOWA CITY, HOOVER SCH.",41.657232,-91.503478
498,"KEOKUK, FIRE STATION",40.400959,-91.391012
499,Public Health,41.97677,-91.68766
500,Public Health,41.97677,-91.68766
501,VIKING LAKE STATE PARK,40.969112,-95.044951
502,MUSCATINE HS - East Campus School Roof,41.400968,-91.067957
503,MUSCATINE HS - East Campus School Roof,41.400968,-91.067957
504,"MUSCATINE, GREENWOOD CEMETARY",41.419429,-91.070975
505,FRANKLIN SCHOOL,41.414388,-91.062605
506,"MUSCATINE, MUSSER PARK",41.4069,-91.0616
507,"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",43.123704,-94.693518
508,CARPENTER,41.603159,-93.643118
509,CARPENTER,41.603159,-93.643118
510,"INDIAN HILLS JR HIGH, CLIVE IA, FRM RandP SEQ. SAMPLER (1),ROOF",41.603517,-93.7479
511,"COUNCIL BLUFFS, FRANKLIN SCH.",41.264171,-95.896124
512,"COUNCIL BLUFFS, FRANKLIN SCH.",41.264171,-95.896124
513,"DAVENPORT, JEFFERSON SCH.",41.530011,-90.587611
514,"DAVENPORT, JEFFERSON SCH.",41.530011,-90.587611
515,"DAVENPORT, ADAMS SCH.",41.550005,-90.600115
516,Hayes School,41.512077,-90.624044
517,LAKE SUGEMA STATE PARK II,40.695078,-92.006318
518,Bryant Elementary,42.522355,-96.40021
519,JUSTICE CENTER,38.974457,-94.687013
520,HERITAGE PARK,38.838575,-94.746424
521,CHANUTE,37.67696,-95.47594
522,PAWNEE and GLENN,37.651114,-97.362212
523,WICHITA HD,37.702066,-97.314847
524,WICHITA HD,37.702066,-97.314847
525,HYDRAULIC,37.747085,-97.316912
526,KNI,39.024265,-95.711275
527,PECK,37.47689,-97.366399
528,JFK,39.117219,-94.635605
529,JFK,39.117219,-94.635605
530,MIDDLESBORO,36.60843,-83.73694
531,ASHLAND PRIMARY (FIVCO),38.45934,-82.64041
532,NORTHERN KENTUCKY UNIVERSITY (NKU),39.021881,-84.47445
533,GRAYSON LAKE,38.23887,-82.9881
534,HOPKINSVILLE,36.91171,-87.323337
535,OWENSBORO PRIMARY,37.780776,-87.075307
536,LEXINGTON PRIMARY,38.06503,-84.49761
537,ELIZABETHTOWN,37.705612,-85.852629
538,ELIZABETHTOWN,37.705612,-85.852629
